index,published,keyword,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added
e9e6861d0cbc2f09303c4b2b21b87380,2026-02-02T15:27:41Z,'Perros de búsqueda en avalanchas',www.abc.es,es,0.3,"Mario Picazo warnt vor starken Regenfällen, die Spanien treffen werden: „Der Hahn ist aufgedreht und er wird diese Woche nicht aufhören.“ Das Wochenende brachte nach mehreren Tagen anhaltenden Regens in Teilen Spaniens eine leichte und pünktliche Atempause. Obwohl die Sonne zeitweise in der Mitte und im Süden erschien, sind Wolken und Instabilität immer noch vorhanden und werden weiterhin vorhanden sein. Das hat er vorhergesagt...",Mario Picazo alerta de la llegada de fuertes lluvias que van a afectar a España: «Ha abierto el grifo y no parará esta semana»,"El fin de semana dejó una ligera y puntual tregua tras varios días de lluvias persistentes en parte de España. Aunque el sol asomó por momentos en puntos del centro y el sur, las nubes y la inestabilidad siguen y van a seguir presentes. Así lo ha pronosticado…","Mario Picazo warns of the arrival of heavy rains that will affect Spain: ""The tap has been turned on and it will not stop this week."" The weekend left a slight and punctual respite after several days of persistent rain in part of Spain. Although the sun appeared at times in points in the center and south, clouds and instability are still and will continue to be present. This is what he predicted...","Mario Picazo monet adventum imbrium gravibus qui Hispaniam afficient: ""Ictum in versa est et hac septimana non cessabit"". Volutpat remissio levis et punctualis post aliquot dies imbrem assiduum in parte Hispaniae. Sol licet interdum in punctis medij et meridionalis apparuerit, nubes et instabilitas sunt adhuc et pergunt adesse. Hoc est quod praedixit...",https://www.abc.es/recreo/mario-picazo-alerta-llegada-fuertes-lluvias-afectar-espana-20260202170000-nt.html,https://s3.abcstatics.com/abc/www/multimedia/recreo/2026/02/02/picazo-lluvia.jpg,http://web.archive.org/web/20260203035216/https://www.abc.es/recreo/mario-picazo-alerta-llegada-fuertes-lluvias-afectar-espana-20260202170000-nt.html,"El fin de semana dejó una ligera y puntual tregua tras varios días de lluvias persistentes en parte de España. Aunque el sol asomó por momentos en puntos del centro y el sur, las nubes y la inestabil… [+2714 chars]",,2026-02-10 05:15:55+00:00
43b087af50c8f6ed61e68125c5c5abd9,2026-02-03T15:08:36Z,'Perros de búsqueda en avalanchas',www.abc.es,es,0.3,Wie lange wird es in Madrid noch regnen? Das Aemet liefert die Wettervorhersage für diese Stadt. Der Regen bleibt auch zu Beginn des Jahres der Hauptprotagonist. Leonardo ist der bisher sechste Sturm mit besonderen Auswirkungen im Jahr 2026 in unserem Land und äußert sich in sehr anhaltenden Regenfällen in vielen Teilen Spaniens. Aufgrund dieser Episode m...,¿Hasta cuándo va a seguir lloviendo en Madrid? La Aemet da la previsión del tiempo en esta ciudad,La lluvia sigue siendo la gran protagonista en este inicio de año . Leonardo es la sexta borrasca de especial impacto en lo que va de 2026 en nuestro país y se está manifestando con lluvias muy persistentes en muchas partes de España. Debido a este episodio m…,How long will it continue to rain in Madrid? The Aemet gives the weather forecast in this city. Rain continues to be the main protagonist at this beginning of the year. Leonardo is the sixth storm of special impact so far in 2026 in our country and it is manifesting itself with very persistent rains in many parts of Spain. Due to this episode m...,Usquequo pluet Matriti? Tempestas Providemus Aemet in hac urbe dat. Pluviis pergit primas esse principale hoc initio anni. Leonardus sextus tempestas peculiaris impulsus in nostra patria usque 2026 est et se manifestat in multis partibus Hispaniae imbribus assiduissimis. Ob hoc facto m...,https://www.abc.es/espana/madrid/seguir-lloviendo-madrid-aemet-prevision-tiempo-ciudad-20260203160832-nt.html,https://s3.abcstatics.com/abc/www/multimedia/espana/2026/02/03/lluvia-madrid.jpg,http://web.archive.org/web/20260203225540/https://www.abc.es/espana/madrid/seguir-lloviendo-madrid-aemet-prevision-tiempo-ciudad-20260203160832-nt.html,La lluvia sigue siendo la gran protagonista en este inicio de año. Leonardo es la sexta borrasca de especial impacto en lo que va de 2026 en nuestro país y se está manifestando con lluvias muy persis… [+1845 chars],,2026-02-10 05:15:55+00:00
64c4799d94e4a46195c13360118210ec,2026-02-04T05:05:26Z,'Perros de búsqueda en avalanchas',www.abc.es,es,0.3,"Jorge Rey macht Spanien in höchster Alarmbereitschaft für das Wetter, das in den nächsten Stunden kommt: Überschwemmungen und Stürme in diesen Gebieten. Wir sind mitten in einem neuen Sturm namens Leonardo, vor dem die staatliche Wetterbehörde (Aemet) eine Sonderwarnung an Spanien aussprechen musste. Dies warnt die Bürger vor „starkem und außergewöhnlichem Regen...“",Jorge Rey pone en alerta máxima a España por el tiempo que llega en las próximas horas: inundaciones y tormentas en estas zonas,"Nos encontramos inmersos en el paso de una nueva borrasca , bautizada como Leonardo, por la que la Agencia Estatal de Meteorología (Aemet) ha tenido que lanzar un aviso especial a España. Este avisa a los ciudadanos de «lluvias intensas y extraordinariamente …","Jorge Rey puts Spain on high alert for the weather that arrives in the next few hours: floods and storms in these areas. We are immersed in the passage of a new storm, named Leonardo, for which the State Meteorological Agency (Aemet) has had to issue a special warning to Spain. This warns citizens of ""heavy and extraordinarily rainy...","Jorge Rey Hispaniam in altum vigilat pro tempestate quae paucis horis proximis advenit: inundationes et tempestates in his locis. In transitu novae tempestatis, Leonardo nomine, ob quam Civitas Meteorologica Agency (Aemet) singularem admonitionem in Hispaniam habuit. Hoc monet cives ""gravis et extraordinarius pluviosus...",https://www.abc.es/recreo/jorge-rey-pone-alerta-maxima-espana-tiempo-20260204123530-nt.html,https://s3.abcstatics.com/abc/www/multimedia/recreo/2026/02/04/rey-lluvia-kYHF--1024x512@diario_abc.jpg,http://web.archive.org/web/20260204123244/https://www.abc.es/recreo/jorge-rey-pone-alerta-maxima-espana-tiempo-20260204123530-nt.html,"Nos encontramos inmersos en el paso de una nueva borrasca, bautizada como Leonardo, por la que la Agencia Estatal de Meteorología (Aemet) ha tenido que lanzar un aviso especial a España. Este avisa a… [+2508 chars]",,2026-02-10 05:15:55+00:00
c847d081436cc53cc09fc4d9f82de9a3,2026-02-06T06:07:32Z,'Perros de búsqueda en avalanchas',www.mundodeportivo.com,es,0.3,"Tomàs Molina, historischer TV3-Meteorologe: „Ich mache eine Prognose: Es wird Olympische Winterspiele in Katalonien geben.“ An diesem Freitag werden die Olympischen Winterspiele Mailand-Cortina 2026 eröffnet, eine großartige Veranstaltung, die nach zwei aufeinanderfolgenden Stationen in Asien (2018 Pyeonchang und 2022 Peking) nach Europa zurückkehrt und auch im Jahr 2030 auf dem alten Kontinent bleiben wird.","Tomàs Molina, histórico meteorólogo de TV3: ""Hago un pronóstico: habrá unos Juegos Olímpicos de invierno en Catalunya""","Este viernes se inauguran los Juegos Olímpicos de invierno Milán-Cortina 2026, una gran cita que regresa a Europa tras dos pasos por Asia consecutivos (2018 Pyeonchang y 2022 Pekín), y que se quedarán en el Viejo Continente también en 2030.","Tomàs Molina, historic TV3 meteorologist: ""I make a forecast: there will be a Winter Olympic Games in Catalonia."" This Friday the Milan-Cortina 2026 Winter Olympic Games open, a great event that returns to Europe after two consecutive stops in Asia (2018 Pyeonchang and 2022 Beijing), and which will also remain in the Old Continent in 2030.","Tomàs Molina, astrologus historicus TV3: ""Prospicere facio: Olympia Hiemalia in Catalonia erunt"". Hoc Veneris die Mediolanum-Cortina 2026 Olympia hiemalia aperta sunt, magnus eventus qui in Europam redit post duas terminationes in Asia (2018 Pyeonchang et 2022 Beijing), et qui etiam in Continente Vetere 2030 manebunt.",https://www.mundodeportivo.com/juegos-olimpicos/juegos-olimpicos-invierno/20260206/1002613743/tomas-molina-historico-meteorologo-tv3-pronostico-habra-juegos-olimpicos-invierno-catalunya.html,https://www.mundodeportivo.com/files/og_thumbnail/files/fp/uploads/2025/09/22/68d185283599f.r_d.913-436-8518.jpeg,http://web.archive.org/web/20260206062820/https://www.mundodeportivo.com/juegos-olimpicos/juegos-olimpicos-invierno/20260206/1002613743/tomas-molina-historico-meteorologo-tv3-pronostico-habra-juegos-olimpicos-invierno-catalunya.html,"Este viernes se inauguran los Juegos Olímpicos de invierno Milán-Cortina 2026, una gran cita que regresa a Europa tras dos pasos por Asia consecutivos (2018 Pyeonchang y 2022 Pekín), y que se quedará… [+2069 chars]",,2026-02-10 05:15:55+00:00
aa9cbf291fc3e717f3429f9e6adc776c,2026-02-06T16:54:28Z,'Perros de búsqueda en avalanchas',www.abc.es,es,0.3,"Die Überschwemmungen der Flüsse halten mehrere Teile von Castilla y León in Alarmbereitschaft, wobei Palencia auf Stufe 1 liegt. Die Stürme und der entsprechende Regen lassen keine Pause. Eine kumulierte Niederschlagsmenge, die zu Flussüberschwemmungen führt, um verschiedene Teile der Gemeinschaft vor der Gefahr von Überschwemmungen zu warnen. In Palencia war der Territorialdelegierte von…",La crecida de los ríos mantiene en alerta a varios puntos de Castilla y León con Palencia en nivel 1,"Las borrascas y su lluvia correspondiente no dan tregua. Un nivel de precipitaciones acumulado que hace que las crecidas de los ríos mantengan en alerta a varios puntos de la Comunidad ante los riesgos de inundaciones. En Palencia, el delegado territorial de …","The flooding of the rivers keeps several parts of Castilla y León on alert with Palencia at level 1. The storms and their corresponding rain give no respite. An accumulated level of precipitation that causes river flooding to keep various parts of the Community on alert against the risk of flooding. In Palencia, the territorial delegate of…","Inundatio amnium varias partes Castillae y Leon in aequo cum Palentiano custodit 1. Tempestates et pluviae correspondentes nullam requiem dant. Exaggeratus gradus praecipitationis facit flumen inundationem ut varias partes communitatis custodiat contra periculum inundationis vigilans. In Palentia, delegatus territorii ...",https://www.abc.es/espana/castilla-leon/crecida-rios-mantienen-alerta-varios-puntos-comunidad-20260206175422-nt.html,https://s3.abcstatics.com/abc/www/multimedia/espana/2026/02/06/carrion-palencia-U60660371847nQD-1024x512@diario_abc.jpg,http://web.archive.org/web/20260206174104/https://www.abc.es/espana/castilla-leon/crecida-rios-mantienen-alerta-varios-puntos-comunidad-20260206175422-nt.html,Las borrascas y su lluvia correspondiente no dan tregua. Un nivel de precipitaciones acumulado que hace que las crecidas de los ríos mantengan en alerta a varios puntos de la Comunidad ante los riesg… [+3760 chars],,2026-02-10 05:15:55+00:00
d934437fb573484aa2da42c7caeff50d,2026-02-08T10:30:43Z,'Perros de búsqueda en avalanchas',www.mundodeportivo.com,es,0.3,"Schockierende Bilder aus Sevilla: Die Warnung vor Regen, Wind und Sturm geht mit der Ankunft des Sturms Marta weiter. Spanien hat das Jahr 2026 in einer Zeit großer meteorologischer Instabilität begonnen. Bereits im Januar war die Iberische Halbinsel mit aufeinanderfolgenden Atlantikstürmen und Tiefdruckgebieten konfrontiert, die zu heftigen Regenfällen führten...","Impactantes imágenes desde Sevilla: sigue la alerta por lluvias, vientos y tormentas con la llegada de la borrasca Marta","España ha comenzado el 2026 sumida en un periodo de gran inestabilidad meteorológica. Ya el mes de enero, la Península Ibérica tuvo que afrontar sucesivas borrascas atlánticas y sistemas de baja presión que tuvieron como consecuencia episodios de lluvia inten…","Shocking images from Seville: the alert for rain, winds and storms continues with the arrival of Storm Marta. Spain has begun 2026 immersed in a period of great meteorological instability. Already in the month of January, the Iberian Peninsula had to face successive Atlantic storms and low pressure systems that resulted in episodes of intense rain...","Horrenda imagines ab Isidorum: Intenti ad pluvias, ventos et procellas pergit cum adventu Storm Marta. Hispania 2026 in periodo magnae instabilitatis meteorologicae baptizatus incepit. Iam mense Ianuario, Peninsula Hiberica debebat obvenire tempestates Atlanticas continuos et systemata pressa humilis, quae evenerunt in episodiis pluviae vehementis...",https://www.mundodeportivo.com/actualidad/20260208/1002616829/impactantes-imagenes-sevilla-sigue-alerta-lluvias-vientos-tormentas-llegada-borrasca-marta-dct.html,https://www.mundodeportivo.com/files/og_thumbnail/uploads/2026/02/08/69886129e8bcd.jpeg,,"España ha comenzado el 2026 sumida en un periodo de gran inestabilidad meteorológica. Ya el mes de enero, la Península Ibérica tuvo que afrontar sucesivas borrascas atlánticas y sistemas de baja pres… [+672 chars]",,2026-02-10 05:15:55+00:00
812ca2dc3b558b7e1d08613091da0906,2026-02-08T10:55:32Z,'Perros de búsqueda en avalanchas',www.mundodeportivo.com,es,0.3,"Bestätigt: Meteocat warnt vor weiteren Regenfällen ab diesem Zeitpunkt in Barcelona. Der Januar endete mit Regen, und der Februar scheint vorerst nicht viel Erholung zu bringen. Und obwohl wir in den letzten Tagen mehr sonnige Tage hatten, ist das Wetter weiterhin instabil, mit einem kalten Winter und viel Schnee in den katalanischen Bergen...",Confirmado: el Meteocat avisa de la llegada de más lluvias a Barcelona a partir de esta hora,"Enero acabó cargado de lluvias y, de momento, febrero no parece que vaya a dar muchas treguas. Y es que aunque en los últimos días hemos tenido más jornadas de sol, el tiempo sigue siendo inestable, con un invierno frío y mucha nieve en las montañas catalanas…","Confirmed: Meteocat warns of the arrival of more rain in Barcelona starting at this time. January ended up full of rain and, for now, February does not seem to be going to give many respites. And although in recent days we have had more sunny days, the weather continues to be unstable, with a cold winter and a lot of snow in the Catalan mountains...","Confirmatur: Meteocat monet de adventu pluvie Barcinone incipiendo hoc tempore. Ianuarius plenus pluviae confecit et, nunc Februarius multas moras daturus esse non videtur. Et quamvis his diebus apriciores dies habuimus, tempestas instabilis est, cum hieme frigida et multa nivis in montibus Catalanici.",https://www.mundodeportivo.com/actualidad/20260208/1002616790/confirmado-meteocat-avisa-llegada-mas-lluvias-barcelona-partir-hora-dct.html,https://www.mundodeportivo.com/files/og_thumbnail/files/fp/uploads/2025/07/13/687346bfe0182.r_d.2336-1219-0.jpeg,http://web.archive.org/web/20260209062316/https://www.mundodeportivo.com/actualidad/20260208/1002616790/confirmado-meteocat-avisa-llegada-mas-lluvias-barcelona-partir-hora-dct.html,"Enero acabó cargado de lluvias y, de momento, febrero no parece que vaya a dar muchas treguas. Y es que aunque en los últimos días hemos tenido más jornadas de sol, el tiempo sigue siendo inestable, … [+2532 chars]",,2026-02-10 05:15:55+00:00
6649384b2b6e0ac656c0fe20dd38ce00,2026-02-02T17:00:57Z,'Planes de evacuación locales',www.motorpasion.com,es,0.3,"Die DGT verlangt die Registrierung eines Elektrorollers. Überraschung: Es gibt bereits technische Ausfälle, die den Anmeldevorgang blockieren. Nicht ohne viele Hindernisse wurde der Königliche Erlass genehmigt, um Elektroroller im DGT-Fahrzeugregister registrieren zu können. Das bedeutet, dass sie endlich über eine Pflichtversicherung verfügen müssen, um sich legal bewegen zu können, was ich schon jetzt tun sollte …",La DGT obliga a registrar un patinete eléctrico. Sorpresa: ya hay fallos técnicos que bloquean el procedimiento de matriculación,"No sin muchos escollos, se ha aprobado el Real Decreto para poder dar de alta los patinetes eléctricos en el Registro de Vehículos de la DGT. Esto significa que al fin tendrán que llevar un seguro obligatorio para poder circular legalmente, algo que ya deberí…","The DGT requires registration of an electric scooter. Surprise: there are already technical failures that block the registration procedure. Not without many obstacles, the Royal Decree has been approved to be able to register electric scooters in the DGT Vehicle Registry. This means that they will finally have to carry mandatory insurance to be able to circulate legally, something that I should already…","DGT adnotatione scooter electrica requirit. Admiratio: iam sunt defectiones technicae quae ratio adnotationem obstruunt. Non sine multis obstaculis, Decretum Regium approbatum est ut electrici scooters in Registro Vehiculi DGT profiterentur. Hoc significat se tandem habituros assecurationes faciendas ut legitime circumire possint, aliquid quod iam debeam.",https://www.motorpasion.com/seguridad/dgt-prometio-que-seria-facil-registrar-patinete-electrico-sorpresa-hay-fallos-tecnicos-que-bloquean-procedimiento-matriculacion,https://i.blogs.es/b450d7/patinetes/840_560.jpeg,http://web.archive.org/web/20260202210636/https://www.motorpasion.com/seguridad/dgt-prometio-que-seria-facil-registrar-patinete-electrico-sorpresa-hay-fallos-tecnicos-que-bloquean-procedimiento-matriculacion,"No sin muchos escollos, se ha aprobado el Real Decreto para poder dar de alta los patinetes eléctricos en el Registro de Vehículos de la DGT. Esto significa que al fin tendrán que llevar un seguro ob… [+2707 chars]",,2026-02-10 09:30:53+00:00
239f1b2580f76baf40d022d6156d30a8,2026-02-05T10:50:59Z,'avalancha',www.mundodeportivo.com,es,0.9,"Kanonenschüsse in den Schnee: So werden kontrollierte Lawinen ausgelöst, um Tragödien zu vermeiden. In den letzten Wochen erleben wir, wie Lawinen zum Grund für den Tod vieler Menschen in den Bergen werden. Um diese Tragödien unter Kontrolle zu bringen, suchen die Verantwortlichen für den Erhalt der Berge nach einer Möglichkeit, sie zu verhindern.",Cañonazos contra la nieve: así se provocan avalanchas controladas para evitar tragedias,"Estas últimas semanas estamos viendo como las avalanchas se han convertido en el motivo de la muerte de muchas personas en las montañas. Para intentar controlar estas tragedias, los encargados de la preservación de las montañas buscan cualquier método para ev…","Cannon shots against the snow: this is how controlled avalanches are caused to avoid tragedies. In recent weeks we are seeing how avalanches have become the reason for the deaths of many people in the mountains. To try to control these tragedies, those in charge of preserving the mountains look for any method to ev...","Tormentum ictus contra nivem: hoc modo avalanches moderatae tragoedias vitandae causantur. Superioribus hebdomadibus videmus quomodo avalanches causa multorum hominum in montibus factae sunt. Ut tragoedias istas regere conaris, qui custodiendis montibus praeficiuntur, quaerunt quemlibet modum ad ev...",https://www.mundodeportivo.com/solonieve/20260205/1002615084/canonazos-nieve-asi-provocan-avalanchas-controladas-evitar-tragedias.html,https://www.mundodeportivo.com/files/og_thumbnail/uploads/2026/02/05/698474762d168.png,http://web.archive.org/web/20260205113531/https://www.mundodeportivo.com/solonieve/20260205/1002615084/canonazos-nieve-asi-provocan-avalanchas-controladas-evitar-tragedias.html,"Estas últimas semanas estamos viendo como las avalanchas se han convertido en el motivo de la muerte de muchas personas en las montañas. Para intentar controlar estas tragedias, los encargados de la … [+2239 chars]",,2026-02-11 05:15:07+00:00
9addd2ccf71fe4b8322c1291c996e747,2026-02-08T10:10:06Z,'avalancha',www.mundodeportivo.com,es,0.9,"Mindestens acht Tote durch Lawinen in Italien und der Slowakei in der Nähe der Olympischen Spiele. Bei einer Lawinenserie sind in den letzten Tagen in Italien und der Slowakei mindestens acht Menschen ums Leben gekommen, mehrere davon in Gebieten in der Nähe von Austragungsorten der Olympischen Winterspiele. Die Behörden warnen vor einem hohen Risiko für…",Al menos ocho muertos por avalanchas en Italia y Eslovaquia cerca de los JJOO,"Una serie de avalanchas ha provocado la muerte de al menos ocho personas en los últimos días en Italia y Eslovaquia, varias de ellas en zonas próximas a sedes vinculadas a los Juegos Olímpicos de Invierno. Las autoridades han advertido de un elevado riesgo de…","At least eight dead due to avalanches in Italy and Slovakia near the Olympics. A series of avalanches has caused the death of at least eight people in recent days in Italy and Slovakia, several of them in areas close to venues linked to the Winter Olympic Games. The authorities have warned of a high risk of…","Saltem octo mortui sunt avalanches in Italia et Slovacia prope Olympia. Series avalanches proximis diebus in Italia et Slovacia mortem fecit, plures ex eis in locis vicinis venues Olympiae hiemali adnexae sunt. Auctoritates de magno periculo monuerunt…",https://www.mundodeportivo.com/solonieve/20260208/1002616823/ocho-muertos-avalanchas-italia-eslovaquia-cerca-juegos-olimpicos.html,https://www.mundodeportivo.com/files/og_thumbnail/uploads/2026/02/05/6984dccf96a5b.jpeg,,"Una serie de avalanchas ha provocado la muerte de al menos ocho personas en los últimos días en Italia y Eslovaquia, varias de ellas en zonas próximas a sedes vinculadas a los Juegos Olímpicos de Inv… [+2525 chars]",,2026-02-11 05:15:07+00:00
